iter	RMSE
898	432.8459867
899	432.7080878
900	432.6451311
901	432.4744083
902	432.4145438
903	432.3059573
904	432.2138714
905	432.1526206
906	432.1060884
907	432.0430667
908	431.9879889
909	431.9118592
910	431.9039397
911	431.8063638
912	431.7562374
913	431.6960441
914	431.6181743
915	431.5277955
916	431.5262595
917	431.4858901
918	431.4657869
919	431.3633204
920	431.2794492
921	431.2783605
922	431.2104827
923	431.2099999
924	431.1214347
925	431.1087256
926	431.0820378
927	431.0344474
928	430.9189334
929	430.7642403
930	430.7193979
931	430.6843706
932	430.6302518
933	430.5381788
934	430.5259163
935	430.4381288
936	430.3805575
937	430.2995468
938	430.1845458
939	430.1237752
940	430.0336775
941	429.9945507
942	429.8675644
943	429.7479603
944	429.6354737
945	429.5865989
946	429.5198418
947	429.4228834
948	429.3361294
949	429.1994721
950	429.11808
951	429.0591636
952	428.8580831
953	428.6648263
954	428.5152205
955	428.3633465
956	428.2156297
957	428.1637892
958	428.0638702
959	427.9739827
960	427.8945257
961	427.8775859
962	427.8652292
963	427.717138
964	427.647938
965	427.4593685
966	427.3772606
967	427.275529
968	427.1723369
969	427.1266075
970	427.0717564
971	426.9700175
972	426.8700292
973	426.8307651
974	426.7262884
975	426.6821205
976	426.6248057
977	426.5929261
978	426.5814477
979	426.5575413
980	426.5326209
981	426.4589093
982	426.4463818
983	426.3376361
984	426.2918211
985	426.2670592
986	426.2373565
987	426.1756312
988	426.1589793
989	426.1118882
990	426.0413826
991	425.9578139
992	425.8697638
993	425.7904469
994	425.6804507
995	425.5488264
996	425.4897623
997	425.3389373
998	425.2993127
999	425.2360826
